"NAM","DAT","PERIOD","ӘАОЖ(каталог бойынша)","LӘАОЖ(каталог бойынша)","ОЖА","LОЖА","VAL"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","142"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","225"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","145"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","207"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","173"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","212"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","107"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","103"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","91"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","89"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","КҮРШІМ АУДАНЫ","0","ауылдық жер","0","75"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","76"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","84"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","224"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","196"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","121"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","192"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","133"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","187"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","155"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","191"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","103"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","101"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","76"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","82"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","КАТОНҚАРАҒАЙ АУДАНЫ","0","Барлығы","0","77"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","76"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","84"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","224"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","196"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","121"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","192"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","133"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","187"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","155"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","191"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","103"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","101"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","76"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","82"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","КАТОНҚАРАҒАЙ АУДАНЫ","0","ауылдық жер","0","77"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","213"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","231"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","463"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","417"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","282"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","428"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","306"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","404"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","334"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","464"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","255"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","62"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","184"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","191"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ТАРБАҒАТАЙ АУДАНЫ","0","Барлығы","0","74"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","213"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","231"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","463"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","417"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","282"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","428"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","306"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","404"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","334"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","464"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","255"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","62"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","184"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","191"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ТАРБАҒАТАЙ АУДАНЫ","0","ауылдық жер","0","74"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ҰЛАН АУДАНЫ","0","Барлығы","0","104"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ҰЛАН АУДАНЫ","0","Барлығы","0","102"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","ҰЛАН АУДАНЫ","0","Барлығы","0","254"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ҰЛАН АУДАНЫ","0","Барлығы","0","262"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ҰЛАН АУДАНЫ","0","Барлығы","0","131"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ҰЛАН АУДАНЫ","0","Барлығы","0","227"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ҰЛАН АУДАНЫ","0","Барлығы","0","129"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ҰЛАН АУДАНЫ","0","Барлығы","0","213"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ҰЛАН АУДАНЫ","0","Барлығы","0","180"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ҰЛАН АУДАНЫ","0","Барлығы","0","290"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ҰЛАН АУДАНЫ","0","Барлығы","0","118"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ҰЛАН АУДАНЫ","0","Барлығы","0","139"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ҰЛАН АУДАНЫ","0","Барлығы","0","83"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ҰЛАН АУДАНЫ","0","Барлығы","0","82"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ҰЛАН АУДАНЫ","0","Барлығы","0","128"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ҰЛАН АУДАНЫ","0","ауылдық жер","0","104"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ҰЛАН АУДАНЫ","0","ауылдық жер","0","102"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","ҰЛАН АУДАНЫ","0","ауылдық жер","0","254"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ҰЛАН АУДАНЫ","0","ауылдық жер","0","262"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ҰЛАН АУДАНЫ","0","ауылдық жер","0","131"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ҰЛАН АУДАНЫ","0","ауылдық жер","0","227"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ҰЛАН АУДАНЫ","0","ауылдық жер","0","129"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ҰЛАН АУДАНЫ","0","ауылдық жер","0","213"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ҰЛАН АУДАНЫ","0","ауылдық жер","0","180"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ҰЛАН АУДАНЫ","0","ауылдық жер","0","290"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ҰЛАН АУДАНЫ","0","ауылдық жер","0","118"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ҰЛАН АУДАНЫ","0","ауылдық жер","0","139"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ҰЛАН АУДАНЫ","0","ауылдық жер","0","83"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ҰЛАН АУДАНЫ","0","ауылдық жер","0","82"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ҰЛАН АУДАНЫ","0","ауылдық жер","0","128"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ҮРЖАР АУДАНЫ","0","Барлығы","0","371"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ҮРЖАР АУДАНЫ","0","Барлығы","0","297"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","ҮРЖАР АУДАНЫ","0","Барлығы","0","562"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ҮРЖАР АУДАНЫ","0","Барлығы","0","628"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ҮРЖАР АУДАНЫ","0","Барлығы","0","422"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ҮРЖАР АУДАНЫ","0","Барлығы","0","565"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ҮРЖАР АУДАНЫ","0","Барлығы","0","394"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ҮРЖАР АУДАНЫ","0","Барлығы","0","600"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ҮРЖАР АУДАНЫ","0","Барлығы","0","546"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ҮРЖАР АУДАНЫ","0","Барлығы","0","544"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ҮРЖАР АУДАНЫ","0","Барлығы","0","401"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ҮРЖАР АУДАНЫ","0","Барлығы","0","327"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ҮРЖАР АУДАНЫ","0","Барлығы","0","296"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ҮРЖАР АУДАНЫ","0","Барлығы","0","327"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ҮРЖАР АУДАНЫ","0","Барлығы","0","319"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","371"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","297"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","562"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","628"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","422"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","565"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","394"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","600"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","546"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","544"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","401"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","327"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","296"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","327"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ҮРЖАР АУДАНЫ","0","ауылдық жер","0","319"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","317"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","283"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","383"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","470"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","283"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","389"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","309"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","438"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","421"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","391"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","328"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","292"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","317"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","275"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ШЕМОНАИХА АУДАНЫ","0","Барлығы","0","274"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","146"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","152"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","159"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","211"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","150"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","194"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","150"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","205"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","192"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","179"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","178"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","158"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","155"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","131"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ШЕМОНАИХА АУДАНЫ","0","қалалық жер","0","129"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","171"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","131"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","224"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","259"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","133"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","195"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","159"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","233"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","229"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","212"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","150"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","134"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","162"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","144"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ШЕМОНАИХА АУДАНЫ","0","ауылдық жер","0","145"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","АЛМАТЫ АУДАНЫ","0","Барлығы","0","4 408"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","АЛМАТЫ АУДАНЫ","0","Барлығы","0","5 168"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","АЛМАТЫ АУДАНЫ","0","Барлығы","0","3 626"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","АЛМАТЫ АУДАНЫ","0","Барлығы","0","2 521"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","АЛМАТЫ АУДАНЫ","0","Барлығы","0","5 301"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","АЛМАТЫ АУДАНЫ","0","Барлығы","0","2 660"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","АЛМАТЫ АУДАНЫ","0","Барлығы","0","5 076"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","АЛМАТЫ АУДАНЫ","0","Барлығы","0","4 154"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","АЛМАТЫ АУДАНЫ","0","Барлығы","0","4 624"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","АЛМАТЫ АУДАНЫ","0","Барлығы","0","4 236"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","АЛМАТЫ АУДАНЫ","0","Барлығы","0","5 346"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","АЛМАТЫ АУДАНЫ","0","Барлығы","0","3 571"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","АЛМАТЫ АУДАНЫ","0","Барлығы","0","4 204"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","АЛМАТЫ АУДАНЫ","0","Барлығы","0","3 601"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","АЛМАТЫ АУДАНЫ","0","Барлығы","0","3 376"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","4 408"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","5 168"
"Тіркелген некелер саны(Адам)","2009 жыл","200912","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","3 626"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","2 521"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","5 301"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","2 660"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","5 076"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","4 154"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","4 624"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","4 236"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","5 346"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","3 571"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","4 204"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","3 601"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","АЛМАТЫ АУДАНЫ","0","қалалық жер","0","3 376"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ЕСІЛ АУДАНЫ","0","Барлығы","0","2 781"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ЕСІЛ АУДАНЫ","0","Барлығы","0","2 277"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ЕСІЛ АУДАНЫ","0","Барлығы","0","2 162"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ЕСІЛ АУДАНЫ","0","Барлығы","0","2 111"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ЕСІЛ АУДАНЫ","0","Барлығы","0","1 289"
"Тіркелген некелер саны(Адам)","2015 жыл","201512","ЕСІЛ АУДАНЫ","0","Барлығы","0","1 818"
"Тіркелген некелер саны(Адам)","2013 жыл","201312","ЕСІЛ АУДАНЫ","0","Барлығы","0","1 746"
"Тіркелген некелер саны(Адам)","2014 жыл","201412","ЕСІЛ АУДАНЫ","0","Барлығы","0","1 895"
"Тіркелген некелер саны(Адам)","2012 жыл","201212","ЕСІЛ АУДАНЫ","0","Барлығы","0","1 569"
"Тіркелген некелер саны(Адам)","2017 жыл","201712","ЕСІЛ АУДАНЫ","0","Барлығы","0","2 090"
"Тіркелген некелер саны(Адам)","2022 жыл","202212","ЕСІЛ АУДАНЫ","0","Барлығы","0","3 310"
"Тіркелген некелер саны(Адам)","2021 жыл","202112","ЕСІЛ АУДАНЫ","0","Барлығы","0","3 805"
"Тіркелген некелер саны(Адам)","2020 жыл","202012","ЕСІЛ АУДАНЫ","0","Барлығы","0","3 115"
"Тіркелген некелер саны(Адам)","2023 жыл","202312","ЕСІЛ АУДАНЫ","0","Барлығы","0","3 350"
"Тіркелген некелер саны(Адам)","2019 жыл","201912","ЕСІЛ АУДАНЫ","0","қалалық жер","0","2 781"
"Тіркелген некелер саны(Адам)","2018 жыл","201812","ЕСІЛ АУДАНЫ","0","қалалық жер","0","2 277"
"Тіркелген некелер саны(Адам)","2011 жыл","201112","ЕСІЛ АУДАНЫ","0","қалалық жер","0","2 162"
"Тіркелген некелер саны(Адам)","2016 жыл","201612","ЕСІЛ АУДАНЫ","0","қалалық жер","0","2 111"
"Тіркелген некелер саны(Адам)","2010 жыл","201012","ЕСІЛ АУДАНЫ","0","қалалық жер","0","1 289"
